onset_latency,rise_time,peak_amplitude,recovery_time,dwell_time,switching_rate,mean_synchrony,synchrony_entropy,onset_defined,rise_defined,recovery_defined,_notes,_params,first_peak_time,baseline_fraction,inter_peak_cv,morphology_label,ground_truth_morphology,replication
,1.0,0.5609373855840445,2.0,1.7402597402597402,30.8,0.49548591302062145,1.1515220199262854,0,1,1,onset undefined,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",6.0,0.8333333333333334,1.2328305262027186,oscillatory,sustained,105
,4.0,0.5903403281443443,2.0,1.9012345679012346,32.0,0.5042005868191526,1.3454453949701342,0,1,1,onset undefined,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",11.0,0.2727272727272727,0.8644776267820159,oscillatory,sustained,106
,11.0,0.5784922293960267,0.0,1.8028169014084507,28.0,0.49478801971415276,1.2564911606813316,0,1,1,onset undefined,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",21.0,0.6666666666666666,0.7724400559824487,oscillatory,sustained,107
,3.0,0.5799770178582364,0.0,2.0256410256410255,31.0,0.5035634383873145,1.2699113900000292,0,1,1,onset undefined,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",23.0,0.34782608695652173,0.9354143466934853,oscillatory,sustained,108
,1.0,0.5578312180317198,0.0,1.7916666666666667,28.8,0.4924791762610014,1.2856988322079461,0,1,1,onset undefined,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",24.0,0.7083333333333334,0.9263738267824171,oscillatory,sustained,109
,1.0,0.5559748068830057,1.0,2.081081081081081,29.4,0.5010932891600036,1.190940688772972,0,1,1,onset undefined,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",17.0,0.47058823529411764,0.911109441185029,oscillatory,sustained,110
,30.0,0.6046336353533904,0.0,2.0657894736842106,30.0,0.5049171844189648,1.2546782736335935,0,1,1,onset undefined,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",10.0,0.5,1.11595693973986,oscillatory,sustained,111
,21.0,0.5866525324202847,2.0,1.8533333333333333,29.6,0.4942793175882031,1.2665523603219337,0,1,1,onset undefined,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",6.0,0.8333333333333334,0.8821376808962408,oscillatory,sustained,112
,1.0,0.5689339961518354,1.0,2.138888888888889,28.6,0.4990272336028524,1.29674168890811,0,1,1,onset undefined,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",9.0,0.4444444444444444,0.8986675940827534,oscillatory,sustained,113
,1.0,0.5579007321512952,2.0,1.6428571428571428,33.6,0.49658225075730317,1.1721850533143878,0,1,1,onset undefined,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",59.0,0.6610169491525424,0.8731028593027435,oscillatory,sustained,114
,10.0,0.5844127711537548,1.0,2.23943661971831,28.4,0.5040931422828345,1.3090429354149347,0,1,1,onset undefined,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",21.0,0.5714285714285714,0.8620424534064015,oscillatory,sustained,115
,40.0,0.5748115835388464,2.0,2.0434782608695654,27.4,0.49950112554025355,1.2381446781052263,0,1,1,onset undefined,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",41.0,0.6341463414634146,0.9525100695995516,oscillatory,sustained,116
,1.0,0.5695712589199795,2.0,2.013157894736842,30.0,0.5018273147380298,1.2409525391151477,0,1,1,onset undefined,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",16.0,0.5,0.7178283685150761,oscillatory,sustained,117
,2.0,0.5860770694608259,2.0,2.0,30.4,0.5018945929910591,1.2847335556899857,0,1,1,onset undefined,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",10.0,0.5,0.7639310831761374,oscillatory,sustained,118
,1.0,0.5760254276256704,2.0,1.9493670886075949,31.6,0.49729045216457857,1.3472800258197437,0,1,1,onset undefined,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",8.0,0.875,0.7747238112303559,oscillatory,sustained,119
,2.0,0.5746135670220134,2.0,2.013157894736842,30.2,0.5001762360394606,1.2261678428956202,0,1,1,onset undefined,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",11.0,0.36363636363636365,0.6903807025136872,oscillatory,sustained,120
,1.0,0.5747787661460692,2.0,2.267605633802817,28.0,0.5019322561361217,1.266527120418415,0,1,1,onset undefined,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",28.0,0.5,0.7409182101469952,oscillatory,sustained,121
,1.0,0.5868790878942118,2.0,2.183098591549296,28.4,0.5032476552142529,1.3816164618346871,0,1,1,onset undefined,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",16.0,0.3125,0.7656448663594673,oscillatory,sustained,122
,4.0,0.5819302142948621,7.0,1.9324324324324325,29.4,0.49436696827315607,1.190940688772972,0,1,1,onset undefined,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",4.0,0.25,0.941549814039952,oscillatory,sustained,123
,10.0,0.5727211229218598,0.0,2.112676056338028,28.4,0.5008864792015074,1.252417186170237,0,1,1,onset undefined,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",14.0,0.5714285714285714,0.8136955152871579,oscillatory,sustained,124
,10.0,0.6038620314648772,2.0,2.4705882352941178,27.0,0.5019324245733289,1.3263363748385004,0,1,1,onset undefined,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",14.0,0.42857142857142855,0.6339440891518372,oscillatory,sustained,125
,8.0,0.5923635770174629,2.0,2.2941176470588234,27.0,0.5043130815810621,1.3393750332952172,0,1,1,onset undefined,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",19.0,0.3684210526315789,0.7421702322943905,oscillatory,sustained,126
,1.0,0.5770993809110803,0.0,2.0684931506849313,29.0,0.5007559159239175,1.2571784877434382,0,1,1,onset undefined,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",23.0,0.5217391304347826,0.8841568040234525,oscillatory,sustained,127
,5.0,0.5918211863370885,2.0,1.8,31.8,0.49738337207337596,1.3121002026113757,0,1,1,onset undefined,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",7.0,0.7142857142857143,0.9483412567629378,oscillatory,sustained,128
,24.0,0.5911523411312181,2.0,2.232876712328767,29.0,0.5027591858058956,1.3082889537327087,0,1,1,onset undefined,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",14.0,0.7142857142857143,0.877196460166883,oscillatory,sustained,129
,1.0,0.57457959715717,2.0,1.9367088607594938,31.4,0.49790807255969394,1.2241279692440121,0,1,1,onset undefined,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",6.0,0.5,0.6332365763825165,oscillatory,sustained,130
,1.0,0.5916318438876673,1.0,2.1944444444444446,28.6,0.5021077789942693,1.2843373783937226,0,1,1,onset undefined,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",4.0,0.75,1.1718556376462919,oscillatory,sustained,131
,1.0,0.5916528165147438,2.0,1.9493670886075949,31.6,0.5029554242604003,1.2261678428956202,0,1,1,onset undefined,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",18.0,0.5555555555555556,0.6843683975130501,oscillatory,sustained,132
,1.0,0.5901355682474649,2.0,1.8101265822784811,31.4,0.4986712132773198,1.3257730249612552,0,1,1,onset undefined,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",14.0,0.5714285714285714,0.6654328488901126,oscillatory,sustained,133
,1.0,0.5737786304849919,1.0,1.7375,32.0,0.4970141673647146,1.3269785421003562,0,1,1,onset undefined,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",14.0,0.42857142857142855,0.8606380078175736,oscillatory,sustained,134
,5.0,0.570499204888483,2.0,1.9733333333333334,29.8,0.49676189400498394,1.2849360500082732,0,1,1,onset undefined,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",6.0,0.5,0.7780033780121697,oscillatory,sustained,135
,21.0,0.5691973286627803,3.0,1.8846153846153846,30.8,0.4967101202080958,1.2263675533646337,0,1,1,onset undefined,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",21.0,0.5238095238095238,0.8136849306374752,oscillatory,sustained,136
,24.0,0.6036620732308987,2.0,1.8026315789473684,30.2,0.4957052396476405,1.264773528729507,0,1,1,onset undefined,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",13.0,0.6153846153846154,0.8219529433756427,oscillatory,sustained,137
,9.0,0.5838169513635728,2.0,2.12,29.6,0.5024317057452453,1.2381446781052263,0,1,1,onset undefined,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",25.0,0.24,0.7084845549716579,oscillatory,sustained,138
,1.0,0.5734144813361638,2.0,2.012987012987013,30.8,0.5010798352804853,1.2995445903074219,0,1,1,onset undefined,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",34.0,0.38235294117647056,0.9397592033564319,oscillatory,sustained,139
,1.0,0.5623963188529998,3.0,1.7848101265822784,31.4,0.5000906439934071,1.223569862670412,0,1,1,onset undefined,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",11.0,0.7272727272727273,0.632536379900116,oscillatory,sustained,140
,4.0,0.5682000371584407,2.0,2.136986301369863,28.8,0.501517395228503,1.2852154307189476,0,1,1,onset undefined,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",16.0,0.375,0.6224099190281257,oscillatory,sustained,141
,1.0,0.587627672167001,2.0,2.095890410958904,29.2,0.5015130924337425,1.325255538491302,0,1,1,onset undefined,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",17.0,0.6470588235294118,1.0908920591690292,oscillatory,sustained,142
,25.0,0.5870152455167723,2.0,1.9701492537313432,26.6,0.4944148911240161,1.3300535309326535,0,1,1,onset undefined,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",29.0,0.6896551724137931,0.7598410956022567,oscillatory,sustained,143
,1.0,0.5789344824713323,2.0,1.7662337662337662,30.6,0.49639326513873605,1.2504493577680358,0,1,1,onset undefined,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",16.0,0.4375,0.9143476606025117,oscillatory,sustained,144
,5.0,0.5861240841827994,2.0,2.0,30.8,0.5004977011402745,1.29674168890811,0,1,1,onset undefined,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",6.0,0.8333333333333334,0.7592776036067723,oscillatory,sustained,145
,1.0,0.5686655838831478,0.0,2.2816901408450705,28.0,0.503450880328169,1.3074098164867478,0,1,1,onset undefined,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",14.0,0.35714285714285715,0.6018378971378534,oscillatory,sustained,146
,23.0,0.5758178135792915,1.0,2.0273972602739727,28.8,0.49929098069868627,1.3630248644402239,0,1,1,onset undefined,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",23.0,0.6521739130434783,0.6787182220708177,oscillatory,sustained,147
,40.0,0.575815286991773,2.0,1.8108108108108107,29.4,0.49662538887078816,1.344546522068446,0,1,1,onset undefined,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",4.0,0.75,0.8337583949949108,oscillatory,sustained,148
,1.0,0.600807125405338,0.0,1.8181818181818181,30.8,0.4981530610419473,1.3348618711690974,0,1,1,onset undefined,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",8.0,0.875,1.0116297364862086,oscillatory,sustained,149
,21.0,0.5863291315645358,0.0,2.1666666666666665,26.2,0.49769479033335046,1.2342089138274668,0,1,1,onset undefined,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",9.0,0.2222222222222222,0.8861936664469825,oscillatory,sustained,150
,1.0,0.5723286230498255,0.0,2.0136986301369864,29.2,0.5000345850312453,1.2569774046844056,0,1,1,onset undefined,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",12.0,0.3333333333333333,0.698519209422995,oscillatory,sustained,151
,1.0,0.5818807523528957,2.0,1.9876543209876543,32.4,0.5055205582220813,1.2679916240587574,0,1,1,onset undefined,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",5.0,0.8,0.672538245981366,oscillatory,sustained,152
,1.0,0.5903036500980758,2.0,2.0641025641025643,30.8,0.5042275276838757,1.295216238786062,0,1,1,onset undefined,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",24.0,0.375,0.7961000845504824,oscillatory,sustained,153
,1.0,0.5971807089963256,1.0,1.925,31.6,0.5026780466595562,1.228293085948349,0,1,1,onset undefined,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",11.0,0.2727272727272727,0.7349274407689961,oscillatory,sustained,154
,9.0,0.5776053770837042,2.0,2.12,29.8,0.506882532529679,1.2274580251415368,0,1,1,onset undefined,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",10.0,0.5,0.7697894687287467,oscillatory,sustained,155
,3.0,0.593507319465424,2.0,1.8101265822784811,31.4,0.49794695204101325,1.192264172356548,0,1,1,onset undefined,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",40.0,0.625,0.5860131727611025,oscillatory,sustained,156
,3.0,0.5882402582880528,2.0,2.3424657534246576,28.8,0.5046742770233584,1.349810270645766,0,1,1,onset undefined,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",38.0,0.39473684210526316,0.7103894359825694,oscillatory,sustained,157
,8.0,0.6006099479521503,3.0,1.8888888888888888,32.2,0.5000703936054748,1.2567763020893106,0,1,1,onset undefined,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",9.0,0.7777777777777778,0.8032596461268073,oscillatory,sustained,158
,4.0,0.594781115570426,2.0,2.111111111111111,28.6,0.5014832874556374,1.2247936814483418,0,1,1,onset undefined,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",5.0,0.8,0.984610825083998,oscillatory,sustained,159
,1.0,0.5840720006845266,1.0,1.8641975308641976,32.2,0.501193736868358,1.2979273644934137,0,1,1,onset undefined,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",2.0,0.5,0.7572368900459036,oscillatory,sustained,160
,1.0,0.5799885591895807,2.0,1.9078947368421053,30.2,0.5002570847827946,1.2507407336255012,0,1,1,onset undefined,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",8.0,0.625,0.6675629897277446,oscillatory,sustained,161
,1.0,0.5757005552966454,2.0,2.1029411764705883,27.0,0.49824964448270254,1.2247027142032776,0,1,1,onset undefined,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",9.0,0.7777777777777778,0.8855334833720351,oscillatory,sustained,162
,1.0,0.5963915855237008,2.0,2.056338028169014,28.0,0.5023832206356964,1.2512102773193639,0,1,1,onset undefined,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",7.0,0.42857142857142855,0.9182876298487592,oscillatory,sustained,163
,1.0,0.5727496988953626,0.0,1.8705882352941177,33.6,0.503505817471261,1.1900807655830359,0,1,1,onset undefined,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",31.0,0.41935483870967744,0.6579380017539077,oscillatory,sustained,164
,18.0,0.6016748057158972,2.0,2.1298701298701297,30.6,0.5035791460589939,1.2656842343607584,0,1,1,onset undefined,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",39.0,0.41025641025641024,0.8349637311942094,oscillatory,sustained,165
,6.0,0.6219042761950787,3.0,2.1449275362318843,27.2,0.4974616448870559,1.2411863561358292,0,1,1,onset undefined,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",10.0,0.6,0.8972322047090978,oscillatory,sustained,166
,1.0,0.5885678311808811,2.0,1.9873417721518987,31.2,0.5034603313614212,1.265138941334592,0,1,1,onset undefined,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",12.0,0.4166666666666667,0.6798087361129403,oscillatory,sustained,167
,1.0,0.574245294010859,2.0,2.1486486486486487,29.6,0.4994294239617847,1.1743189500504128,0,1,1,onset undefined,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",18.0,0.6111111111111112,0.6014097670923676,oscillatory,sustained,168
,1.0,0.5853371162421471,0.0,1.8311688311688312,30.8,0.4979984729222741,1.2211296278517092,0,1,1,onset undefined,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",9.0,0.7777777777777778,0.8891218713783905,oscillatory,sustained,169
,1.0,0.5649274822241475,2.0,1.7922077922077921,30.6,0.49343578568437807,1.2453878368414668,0,1,1,onset undefined,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",21.0,0.6190476190476191,0.8504083986205948,oscillatory,sustained,170
,2.0,0.5705566153255475,2.0,1.7530864197530864,32.2,0.498665628154558,1.2087186363410756,0,1,1,onset undefined,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",18.0,0.5555555555555556,1.0529461772445508,oscillatory,sustained,171
,1.0,0.569295109479326,2.0,1.8933333333333333,29.8,0.49784812902219255,1.29812860843552,0,1,1,onset undefined,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",1.0,1.0,0.9084929703218309,oscillatory,sustained,172
,1.0,0.5663869439992599,2.0,2.0675675675675675,29.4,0.5035449922091714,1.2105437903904708,0,1,1,onset undefined,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",24.0,0.625,0.8325511547796114,oscillatory,sustained,173
,1.0,0.5767043671943292,2.0,1.7974683544303798,31.4,0.49610951415616467,1.2339082532539678,0,1,1,onset undefined,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",6.0,0.8333333333333334,0.8983753053709856,oscillatory,sustained,174
,1.0,0.584486946063997,0.0,1.7317073170731707,32.6,0.4984326942949268,1.29674168890811,0,1,1,onset undefined,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",8.0,0.375,0.7185875261483917,oscillatory,sustained,175
,1.0,0.5919187673560122,0.0,2.101449275362319,27.6,0.4990068344558395,1.2387234392319628,0,1,1,onset undefined,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",4.0,1.0,0.8684175441367937,oscillatory,sustained,176
,5.0,0.5958007784164943,3.0,1.986842105263158,30.2,0.5002475345849959,1.3527402277524034,0,1,1,onset undefined,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",10.0,0.6,1.03264718719094,oscillatory,sustained,177
,1.0,0.5773493172678503,1.0,2.2083333333333335,28.8,0.5059128390499663,1.2837968517831089,0,1,1,onset undefined,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",4.0,0.75,0.7622457074451247,oscillatory,sustained,178
,1.0,0.5737888052447077,2.0,2.242857142857143,28.0,0.5008632971764837,1.2557704958335327,0,1,1,onset undefined,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",6.0,0.8333333333333334,0.9413496535151975,oscillatory,sustained,179
,11.0,0.5800854570991671,1.0,2.0,30.4,0.500540353981791,1.375929530129258,0,1,1,onset undefined,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",12.0,0.5833333333333334,0.6240910345271453,oscillatory,sustained,180
,1.0,0.5646372407162517,2.0,1.7848101265822784,31.2,0.4966580471266525,1.190080765583036,0,1,1,onset undefined,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",16.0,0.5625,0.7390795384708172,oscillatory,sustained,181
,5.0,0.5798395859107335,2.0,2.014705882352941,27.2,0.49655195523639095,1.0932635588598334,0,1,1,onset undefined,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",34.0,0.4117647058823529,1.3564489905258141,oscillatory,sustained,182
,1.0,0.570376125959415,2.0,2.142857142857143,28.0,0.49870475725892865,1.206752664473141,0,1,1,onset undefined,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",10.0,0.8,1.0944713816251288,oscillatory,sustained,183
,1.0,0.5851715881343926,1.0,1.9487179487179487,30.8,0.501376899189278,1.2861606059947939,0,1,1,onset undefined,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",22.0,0.5,0.7694273548819277,oscillatory,sustained,184
,39.0,0.5846783694338868,2.0,2.12,29.8,0.5038341716241407,1.2538063487539814,0,1,1,onset undefined,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",24.0,0.625,0.6212295231426025,oscillatory,sustained,185
,1.0,0.5772283230652546,2.0,2.236111111111111,28.4,0.5041621778010449,1.218718111015263,0,1,1,onset undefined,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",40.0,0.55,0.7585248842325477,oscillatory,sustained,186
,2.0,0.584500395328867,2.0,2.1578947368421053,30.2,0.504938921721123,1.2358353714751096,0,1,1,onset undefined,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",57.0,0.43859649122807015,0.7420447648761603,oscillatory,sustained,187
,1.0,0.584575203506349,2.0,1.9873417721518987,31.4,0.5033042737320952,1.1749882491881454,0,1,1,onset undefined,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",2.0,1.0,0.9194464737992191,oscillatory,sustained,188
,1.0,0.5915159744755794,2.0,1.9024390243902438,32.8,0.5019177700421413,1.3128983367826392,0,1,1,onset undefined,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",13.0,0.6153846153846154,0.7051122182175431,oscillatory,sustained,189
,14.0,0.5832084698740414,2.0,2.4603174603174605,24.8,0.5023518817268908,1.3256812863569432,0,1,1,onset undefined,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",14.0,0.5714285714285714,0.6824573359659439,oscillatory,sustained,190
,5.0,0.5868457265908384,3.0,1.935897435897436,31.2,0.4997728951821256,1.2414869393484609,0,1,1,onset undefined,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",7.0,0.5714285714285714,0.8000348420208692,oscillatory,sustained,191
,1.0,0.5913892041868065,2.0,2.0136986301369864,28.8,0.49713430996910746,1.286025607566334,0,1,1,onset undefined,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",18.0,0.6666666666666666,1.0347522271458387,oscillatory,sustained,192
,4.0,0.5600672675149954,0.0,2.0,28.4,0.49935162603892536,1.2251690033217542,0,1,1,onset undefined,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",4.0,0.75,0.6562423206050879,oscillatory,sustained,193
,1.0,0.5729924965951287,0.0,2.0704225352112675,28.2,0.49659102157355495,1.295285804738446,0,1,1,onset undefined,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",7.0,0.42857142857142855,0.6698715197638402,oscillatory,sustained,194
,3.0,0.564440484180237,1.0,1.9259259259259258,32.2,0.5022508796878978,1.1580358578077656,0,1,1,onset undefined,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",8.0,0.75,0.5578287306284001,oscillatory,sustained,195
,2.0,0.5651615516783959,2.0,2.103896103896104,30.4,0.5038313613976597,1.18895348180229,0,1,1,onset undefined,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",16.0,0.4375,1.0400564655457634,oscillatory,sustained,196
,12.0,0.5890038161010791,2.0,1.8674698795180722,33.0,0.5016767198251423,1.2947113209644296,0,1,1,onset undefined,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",13.0,0.5384615384615384,0.7262919523166973,oscillatory,sustained,197
,1.0,0.6006357889874814,1.0,2.12,29.6,0.5040291351891416,1.3108759355842794,0,1,1,onset undefined,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",32.0,0.40625,0.9356241354980445,oscillatory,sustained,198
,16.0,0.5823743566159496,2.0,2.08,30.0,0.5032864553352965,1.2780180630643105,0,1,1,onset undefined,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",17.0,0.5294117647058824,0.8240047067632643,oscillatory,sustained,199
64.0,17.0,1.0,32.0,10.0,4.0,0.4964259545431627,2.6131552624030285,1,1,1,,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",72.0,0.8888888888888888,1.341233532289346,oscillatory,single_peak,0
70.0,14.0,1.0,38.0,9.8,4.0,0.49547918605338376,2.546581967240335,1,1,1,,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",84.0,0.7619047619047619,1.3333333333333335,oscillatory,single_peak,1
67.0,19.0,1.0,34.0,13.571428571428571,2.8,0.49644699152675464,2.511431928203843,1,1,1,,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",86.0,0.7441860465116279,1.5347642466294207,oscillatory,single_peak,2
68.0,14.0,1.0,34.0,10.11111111111111,3.6,0.4963751126190249,2.5252133064702313,1,1,1,,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",86.0,0.7674418604651163,1.3192742054121058,oscillatory,single_peak,3
67.0,15.0,1.0,33.0,10.11111111111111,3.6,0.49603374669342365,2.5375987076224806,1,1,1,,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",57.0,1.0,1.1297010531825529,oscillatory,single_peak,4
68.0,17.0,1.0,29.0,10.555555555555555,3.6,0.4948140622439946,2.5410340259053807,1,1,1,,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",81.0,0.8148148148148148,1.2346264564878378,oscillatory,single_peak,5
64.0,10.0,1.0,30.0,16.5,2.4,0.49531916605589477,2.4976406954479673,1,1,1,,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",83.0,0.7590361445783133,1.0552833001358017,oscillatory,single_peak,6
67.0,21.0,1.0,35.0,7.461538461538462,5.2,0.4950335555871305,2.525685284293601,1,1,1,,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",81.0,0.8024691358024691,1.1074404963016775,oscillatory,single_peak,7
67.0,14.0,1.0,36.0,11.0,3.6,0.49692637807200185,2.5467706836910775,1,1,1,,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",54.0,1.0,1.1302751290717528,oscillatory,single_peak,8
68.0,19.0,1.0,19.0,11.875,3.2,0.4961849506810638,2.594684483684323,1,1,1,,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",86.0,0.7674418604651163,1.5634719199411433,oscillatory,single_peak,9
66.0,10.0,1.0,33.0,13.714285714285714,2.8,0.49587636101807564,2.518983710013686,1,1,1,,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 300.0}",83.0,0.7831325301204819,1.6110766173698912,oscillatory,single_peak,10
